name,lat,lon,country,score_growth_rate,score_saturation,score_competition,industry,overall_score
avalign technologies,42.19,-87.86,united states,3.540714286,1.409205104,10,medical devices,4.983306463
caretek 'china'​ medical plc,23.11,113.25,china,,7.677079716,2.530220925,medical devices,5.103650321
cirurgia segura,-15.78,-47.91,brazil,2.857142857,4.538669294,1.033764068,medical devices,2.80985874
johnson & johnson medical gmbh,53.7,10.01,germany,2.634285714,2.830650556,0.9170487703,medical devices,2.127328347
mid atlantic home health network inc,38.75,-77.47,united states,,1.409205104,10,medical devices,5.704602552
"american medical systems, llc",44.91,-93.5,united states,2.827857143,1.409205104,10,medical devices,4.745687416
leica microsystems (sea),1.29,103.85,singapore,2.857142857,1.808076323,0.1792413506,medical devices,1.614820177
sempermed,48.2,16.37,austria,4.196428571,3.093696756,0.08336807003,medical devices,2.457831133
advanced medtech,1.29,103.85,singapore,5.237857143,1.808076323,0.1792413506,medical devices,2.408391605
w&h dentalwerk,45.67,9.76,italy,3.545714286,3.351028959,0.7669862443,medical devices,2.554576496
sorin group,45.46,9.19,italy,2.665,3.351028959,0.7669862443,medical devices,2.261005068
sigvaris switzerland,47.5,8.72,switzerland,3.067142857,1.452147924,0.3668195081,medical devices,1.62870343
sociedad de estiba y desestiba del puerto de bilbao sagep,43.33,-3.04,spain,2.857142857,3.317899351,0.6252605252,medical devices,2.266767578
pegavision corp,24.99,121.29,taiwan,3.469285714,,0.1292205085,medical devices,
"wuhan easy diagnosis biomedicine co.,ltd",30.58,114.27,china,,7.677079716,2.530220925,medical devices,5.103650321
gri-alleset,34.18,-83.92,united states,4.865714286,1.409205104,10,medical devices,5.42497313
hospital universitario del valle evaristo garcia e.s.e.,3.43,-76.52,colombia,2.665,3.752916161,0.3209670696,medical devices,2.24629441
istituto ortopedico rizzoli,44.49,11.33,italy,2.936428571,3.351028959,0.7669862443,medical devices,2.351481258
biossmann,16.59,-93.02,mexico,2.857142857,3.692419571,0.3334722801,medical devices,2.294344903
stratec biomedical ag,48.86,8.63,germany,2.715714286,2.830650556,0.9170487703,medical devices,2.154471204
dhl parcel madrid spain sl,40.3,-3.73,spain,,3.317899351,0.6252605252,medical devices,1.971579938
"bain medical equipment (guangzhou) co., ltd",23.11,113.25,china,5.488571429,7.677079716,2.530220925,medical devices,5.231957357
rowan foods limited,53.34,-1.28,united kingdom,2.857142857,2.725057509,0.7711546478,medical devices,2.117785005
"wuhan zoncare bio-medical electronics co., ltd",30.58,114.27,china,2.857142857,7.677079716,2.530220925,medical devices,4.3548145
headway ubt,22.53,114.13,china,3.650714286,7.677079716,2.530220925,medical devices,4.619338309
maccura biotechnology,30.66,104.06,china,3.714285714,7.677079716,2.530220925,medical devices,4.640528785
sarstedt group,50.9,7.55,germany,3.236428571,2.830650556,0.9170487703,medical devices,2.328042633
bastide franchise,43.79,4.37,france,2.857142857,2.92504587,0.5627344727,medical devices,2.1149744
universal hospital services,44.98,-93.26,united states,2.785714286,1.409205104,10,medical devices,4.731639797
accumed corp.,35.89,-80.56,united states,2.830714286,1.409205104,10,medical devices,4.746639797
hanger clinic,40.4,-3.69,spain,3.042857143,3.317899351,0.6252605252,medical devices,2.32867234
ambu a/s,55.73,12.36,denmark,3.442857143,1.476096221,0.1125468945,medical devices,1.677166753
ortho clinical diagnostics,40.57,-74.64,united states,3.145714286,1.409205104,10,medical devices,4.851639797
spacelabs healthcare,47.52,-121.82,united states,3.021428571,1.409205104,10,medical devices,4.810211225
yhlo,22.53,114.13,china,5,7.677079716,2.530220925,medical devices,5.069100214
life cardio technologies (projet universitaire - faculté de pharmacie),45.74,4.84,france,,2.92504587,0.5627344727,medical devices,1.743890172
medtronic spine llc,44.98,-93.26,united states,,1.409205104,10,medical devices,5.704602552
varex imaging corporation,40.76,-111.89,united states,3.274285714,1.409205104,10,medical devices,4.89449694
inovalon holdings inc - a,39,-76.77,united states,2.857142857,1.409205104,10,medical devices,4.75544932
linet spol. s r.o.,50.23,14.07,czechia,3.017857143,,0.05418924552,medical devices,
medi gmbh & co. kg,49.94,11.57,germany,4.520714286,2.830650556,0.9170487703,medical devices,2.756137871
permobil roho seating and positioning,38.52,-89.98,united states,,1.409205104,10,medical devices,5.704602552
sironix medtech,12.97,77.59,india,1.964285714,5.617063078,1.092121717,medical devices,2.891156836
joerns healthcare,35.22,-80.84,united states,2.836428571,1.409205104,10,medical devices,4.748544559
resonetics,42.76,-71.46,united states,3.38,1.409205104,10,medical devices,4.929735035
olabo,36.66,116.99,china,2.857142857,7.677079716,2.530220925,medical devices,4.3548145
"neusoft medical systems co., ltd.",41.79,123.43,china,2.72,7.677079716,2.530220925,medical devices,4.309100214
sw safety solutions inc.,37.59,-122.01,united states,2.857142857,1.409205104,10,medical devices,4.75544932
biobase,36.66,116.99,china,2.857142857,7.677079716,2.530220925,medical devices,4.3548145
kavo kerr eu,48.1,9.8,germany,2.857142857,2.830650556,0.9170487703,medical devices,2.201614061
"terumo americas holding, inc",40.49,-74.48,united states,2.857142857,1.409205104,10,medical devices,4.75544932
disfrimur sl,37.96,-1.21,spain,,3.317899351,0.6252605252,medical devices,1.971579938
biosense webster,34.02,-117.8,united states,3.241428571,1.409205104,10,medical devices,4.883544559
nuvasive,32.71,-117.15,united states,3.042857143,1.409205104,10,medical devices,4.817354082
benco dental,41.32,-75.78,united states,3.035714286,1.409205104,10,medical devices,4.81497313
savaria inc,43.68,-79.76,canada,2.805714286,2.931045997,0.4918716132,medical devices,2.076210632
nova biomedical,42.37,-71.23,united states,3.061428571,1.409205104,10,medical devices,4.823544559
drive medical,40.82,-73.69,united states,3.086428571,1.409205104,10,medical devices,4.831877892
vision rx lab,22.54,88.37,india,2.828571429,5.617063078,1.092121717,medical devices,3.179252075
kls martin uk ltd.,51.43,-1,united kingdom,2.857142857,2.725057509,0.7711546478,medical devices,2.117785005
method co.,35.69,51.42,iran,,,0.141725719,medical devices,
salehiya,24.68,46.72,saudi arabia,2.945714286,4.534072729,0.1208837015,medical devices,2.533556905
greatbatch,33.15,-96.82,united states,2.671428571,1.409205104,10,medical devices,4.693544559
ortho clinical diagnostics - india,19.07,72.88,india,2.546428571,5.617063078,1.092121717,medical devices,3.085204456
kls martin group - ips,13.08,80.27,india,8.095,5.617063078,1.092121717,medical devices,4.934728265
brasseler usa surgical instrumentation,32.08,-81.09,united states,2.857142857,1.409205104,10,medical devices,4.75544932
zoll medical corporation,42.59,-71.36,united states,2.937142857,1.409205104,10,medical devices,4.782115987
refac optical group,39.8,-75.06,united states,2.857142857,1.409205104,10,medical devices,4.75544932
teleflex medical oem,42.37,-87.9,united states,2.995714286,1.409205104,10,medical devices,4.801639797
"coltene whaledent, inc.",41.13,-81.48,united states,3.096428571,1.409205104,10,medical devices,4.835211225
roche diagnostics europe,52.38,5.23,netherlands,3.592142857,2.534361494,0.3126302626,medical devices,2.146378205
hospital carlos g. durand,-30.95,-58.78,argentina,2.957142857,4.83545247,0.2000833681,medical devices,2.664226232
carestream dental,33.74,-84.38,united states,2.721428571,1.409205104,10,medical devices,4.710211225
sedecal,40.59,-3.49,spain,2.71,3.317899351,0.6252605252,medical devices,2.217719959
new sound hearing ctr,31.46,-100.43,united states,2.857142857,1.409205104,10,medical devices,4.75544932
appasamy associates,13.08,80.27,india,2.716428571,5.617063078,1.092121717,medical devices,3.141871122
conmed corporation,43.1,-75.23,united states,3.256428571,1.409205104,10,medical devices,4.888544559
"nigale biotechnology co., ltd",30.66,104.06,china,2.857142857,7.677079716,2.530220925,medical devices,4.3548145
"sterilmed, inc.",45.07,-93.45,united states,,1.409205104,10,medical devices,5.704602552
sonoscape europe ultrasound,51.21,6.76,germany,2.857142857,2.830650556,0.9170487703,medical devices,2.201614061
ascensia diabetes care,47.55,7.59,switzerland,2.581428571,1.452147924,0.3668195081,medical devices,1.466798668
trauson medical instruments,31.78,119.96,china,2.857142857,7.677079716,2.530220925,medical devices,4.3548145
"aerocare holdings, inc.",28.53,-81.37,united states,2.380714286,1.409205104,10,medical devices,4.596639797
"ultradent products, inc.",40.56,-111.92,united states,3.100714286,1.409205104,10,medical devices,4.836639797
maxx medical (meril orthopaedics),1.29,103.85,singapore,2.347142857,1.808076323,0.1792413506,medical devices,1.444820177
bionime,24.14,120.68,taiwan,3.506428571,,0.1292205085,medical devices,
orbusneich medical,22.27,114.17,hong kong,2.857142857,,0.05002084202,medical devices,
bruno mars,38.47,-77.99,united states,,1.409205104,10,medical devices,5.704602552
surgical specialties corporation tm,42.22,-71.21,united states,2.651428571,1.409205104,10,medical devices,4.686877892
kavo kerr group,33.91,-117.9,united states,2.57,1.409205104,10,medical devices,4.659735035
kavo dental north america,35.22,-80.84,united states,3.265,1.409205104,10,medical devices,4.891401701
ultradent france,45.74,4.84,france,2.857142857,2.92504587,0.5627344727,medical devices,2.1149744
"becton, dickinson a.g.",47.55,7.53,switzerland,,1.452147924,0.3668195081,medical devices,0.9094837162
blatchford,51.26,-1.08,united kingdom,2.757142857,2.725057509,0.7711546478,medical devices,2.084451671
national seating & mobility,35.92,-86.86,united states,3.145,1.409205104,10,medical devices,4.851401701
glidewell dental lab,33.61,-117.92,united states,3.128571429,1.409205104,10,medical devices,4.845925511
deroyal,36.03,-84.02,united states,2.935714286,1.409205104,10,medical devices,4.781639797
modern dental group,22.31,114.18,hong kong,3.650714286,,0.05002084202,medical devices,
insulet corporation,42.48,-71.43,united states,3.504285714,1.409205104,10,medical devices,4.971163606
isapre vida tres,-33.45,-70.64,chile,2.857142857,4.027964811,0.2209253856,medical devices,2.368677684
natus newborn care,43.09,-89.5,united states,2.207857143,1.409205104,10,medical devices,4.539020749
symmetry medical,41.23,-85.85,united states,2.751428571,1.409205104,10,medical devices,4.720211225
referencia laboratorio clínico,18.48,-70,dominican republic,2.908571429,2.74167473,0.02084201751,medical devices,1.890362725
mocom,44.49,11.33,italy,2.857142857,3.351028959,0.7669862443,medical devices,2.325052687
arthrex,26.14,-81.79,united states,3.083571429,1.409205104,10,medical devices,4.830925511
ambu s.r.l. - italia,45.56,9.35,italy,2.857142857,3.351028959,0.7669862443,medical devices,2.325052687
kls martin,30.33,-81.65,united states,3.380714286,1.409205104,10,medical devices,4.92997313
illusion dental laboratory pvt ltd,19.07,72.88,india,3.376428571,5.617063078,1.092121717,medical devices,3.361871122
fisher & paykel healthcare,-36.95,174.9,new zealand,2.967142857,2.450518329,0.04168403501,medical devices,1.81978174
richard wolf uk limited,51.5,-0.12,united kingdom,3.609285714,2.725057509,0.7711546478,medical devices,2.36849929
"shandong zibo shanchuan medical instrument co., ltd.",36.79,118.06,china,,7.677079716,2.530220925,medical devices,5.103650321
oticon a/s,55.67,12.56,denmark,2.875,1.476096221,0.1125468945,medical devices,1.487881038
nipro india corporation pvt ltd,28.46,77.02,india,2.676428571,5.617063078,1.092121717,medical devices,3.128537789
eps s.o.s,3.43,-76.52,colombia,3.465,3.752916161,0.3209670696,medical devices,2.512961077
harting-bank,52.09,5.11,netherlands,3.295714286,2.534361494,0.3126302626,medical devices,2.047568681
jotec gmbh,48.35,8.98,germany,3.237857143,2.830650556,0.9170487703,medical devices,2.328518823
invacare europe,47.48,7.52,switzerland,3.243571429,1.452147924,0.3668195081,medical devices,1.687512954
permobil,62.47,17.3,sweden,3.125714286,2.304630783,0.1375573155,medical devices,1.855967461
huanri medical group,39.9,116.39,china,,7.677079716,2.530220925,medical devices,5.103650321
sunrise medical,49.41,8.7,germany,3.420714286,2.830650556,0.9170487703,medical devices,2.389471204
hospital de emergencias villa el salvador,-12.04,-77.02,peru,2.437142857,5.610056712,0.1458941226,medical devices,2.73103123
"dexuan medical technology co., ltd",23.73,114.68,china,,7.677079716,2.530220925,medical devices,5.103650321
opga (orthotic prosthetic group of america),42.49,-92.34,united states,,1.409205104,10,medical devices,5.704602552
gems ltd,35.8,139.71,japan,,6.56845872,0.0125052105,medical devices,3.290481965
beaver visitec international,42.37,-71.23,united states,3.867857143,1.409205104,10,medical devices,5.092354082
dental cremer digital,-25.41,-49.25,brazil,2.857142857,4.538669294,1.033764068,medical devices,2.80985874
nemera,45.63,5.14,france,3.338571429,2.92504587,0.5627344727,medical devices,2.275450591
seisa,31.75,-106.48,united states,3.076428571,1.409205104,10,medical devices,4.828544559
agiliti,44.98,-93.26,united states,3.138571429,1.409205104,10,medical devices,4.849258844
kind hörgeräte gmbh & co. kg,52.5,9.85,germany,2.713571429,2.830650556,0.9170487703,medical devices,2.153756918
acorn stairlifts,28.53,-81.37,united states,2.67,1.409205104,10,medical devices,4.693068368
"q medical devices, part of the q family",28.46,77.02,india,1.865,5.617063078,1.092121717,medical devices,2.858061598
essilor prescription safety eyewear,45.01,-93.45,united states,3.161428571,1.409205104,10,medical devices,4.856877892
mtd - medicina y terapias domiciliarias,7.06,-73.08,colombia,3.045,3.752916161,0.3209670696,medical devices,2.372961077
dgs poland sp. z o.o.,53.43,14.59,poland,2.431428571,3.566789798,0.141725719,medical devices,2.046648029
btl industries es,40.4,-3.88,spain,2.857142857,3.317899351,0.6252605252,medical devices,2.266767578
naton medical group,39.9,116.39,china,2.582142857,7.677079716,2.530220925,medical devices,4.263147833
"maize biomedical electronics co., ltd.",22.53,114.13,china,,7.677079716,2.530220925,medical devices,5.103650321
